,weight,stratum,psu,qn8,domain
3014,1.8023,212,80050,1.0,domain2
3015,0.8661,212,80050,1.0,domain2
3016,0.4439,212,80050,1.0,domain2
3017,1.3022,212,80050,,domain2
3018,1.8023,212,80050,,domain2
3019,1.1986,212,80050,1.0,domain2
3020,0.6467,212,80050,1.0,domain2
3021,0.4439,212,80050,1.0,domain2
3022,0.8661,212,80050,,domain2
3023,0.75,212,80050,1.0,domain2
3024,0.8661,212,80050,,domain2
3025,1.1986,212,80050,1.0,domain2
3026,0.8661,212,80050,1.0,domain2
3027,1.3022,212,80050,,domain2
3028,0.8661,212,80050,1.0,domain2
3029,1.0043,212,80050,1.0,domain2
3030,1.3733,212,80050,1.0,domain2
3031,1.3022,212,80050,,domain2
3032,0.8661,212,80050,1.0,domain2
3033,1.3733,212,80050,2.0,domain2
3034,1.0974,212,80050,1.0,domain2
3035,1.3733,212,80050,1.0,domain2
3036,1.2568,212,80050,,domain2
3037,1.8022,212,80050,,domain2
3038,0.9389,212,80050,1.0,domain2
3039,0.9389,212,80050,1.0,domain2
3040,1.0043,212,80050,2.0,domain2
3041,1.8022,212,80050,,domain2
3042,1.6494,212,80050,,domain2
3043,1.6494,212,80050,,domain2
3044,0.9389,212,80050,1.0,domain2
3045,1.2568,212,80050,,domain2
3046,1.0043,212,80050,,domain2
3047,0.8661,212,80050,2.0,domain2
3048,1.8022,212,80050,,domain2
3049,0.8661,212,80050,1.0,domain2
3050,0.6467,212,80050,1.0,domain2
3051,0.8661,212,80050,,domain2
3052,0.8661,212,80050,1.0,domain2
3053,0.8661,212,80050,1.0,domain2
3054,1.6494,212,80050,,domain2
3055,1.0043,212,80050,,domain2
3056,1.3733,212,80050,1.0,domain2
3057,2.7199,211,90030,2.0,domain2
3058,2.7199,211,90030,,domain2
3059,2.7199,211,90030,,domain2
3060,2.7199,211,90030,1.0,domain2
3061,2.0177,211,90030,1.0,domain2
3062,2.0177,211,90030,,domain2
3063,2.0177,211,90030,1.0,domain2
3064,2.0177,211,90030,1.0,domain2
3065,2.0177,211,90030,1.0,domain2
3066,2.0177,211,90030,2.0,domain2
3067,2.0177,211,90030,2.0,domain2
3068,2.0177,211,90030,1.0,domain2
3069,2.0177,211,90030,1.0,domain2
3070,1.9172,211,90030,1.0,domain2
3071,2.0402,211,90030,2.0,domain2
3072,2.0402,211,90030,1.0,domain2
3073,2.9339999999999997,211,90030,1.0,domain2
3074,2.9339999999999997,211,90030,1.0,domain2
3075,2.0402,211,90030,2.0,domain2
3076,2.0402,211,90030,2.0,domain2
3077,2.0177,211,90030,1.0,domain2
3078,2.0402,211,90030,,domain2
3079,2.7199,211,90030,2.0,domain2
3080,2.7199,211,90030,2.0,domain2
3081,2.0177,211,90030,,domain2
3082,2.7199,211,90030,1.0,domain2
3083,1.9994,211,90030,2.0,domain2
3084,1.3997,211,90030,2.0,domain2
3085,1.3997,211,90030,1.0,domain2
3086,2.0402,211,90030,2.0,domain2
3087,4.0607,211,90030,2.0,domain2
3088,2.0402,211,90030,1.0,domain2
3089,2.9339999999999997,211,90030,1.0,domain2
3090,2.0402,211,90030,1.0,domain2
3091,2.0402,211,90030,2.0,domain2
3092,2.9339999999999997,211,90030,1.0,domain2
3093,2.9339999999999997,211,90030,1.0,domain2
3094,1.9172,211,90030,1.0,domain2
3095,1.9172,211,90030,1.0,domain2
3096,1.9172,211,90030,1.0,domain2
3097,2.7845,211,90030,1.0,domain2
3098,1.9172,211,90030,1.0,domain2
3099,3.2787,211,90030,1.0,domain2
3100,1.3997,211,90030,,domain2
3101,1.3997,211,90030,2.0,domain2
3102,1.9994,211,90030,2.0,domain2
3103,1.3997,211,90030,1.0,domain2
3104,1.9994,211,90030,2.0,domain2
3105,1.74,211,90030,1.0,domain2
3106,1.3997,211,90030,2.0,domain2
3107,1.3997,211,90030,2.0,domain2
3108,2.8475,211,90030,1.0,domain2
3109,2.0402,211,90030,1.0,domain2
3110,2.9339999999999997,211,90030,1.0,domain2
3111,1.9172,211,90030,1.0,domain2
3112,1.9172,211,90030,1.0,domain2
3113,1.9172,211,90030,2.0,domain2
3114,1.9172,211,90030,2.0,domain2
3115,3.6258,211,90030,,domain2
3116,2.7845,211,90030,,domain2
3117,3.6258,211,90030,2.0,domain2
3118,1.9172,211,90030,2.0,domain2
3119,1.9172,211,90030,2.0,domain2
3120,1.5234,211,90030,1.0,domain2
3121,1.3997,211,90030,1.0,domain2
3122,1.9994,211,90030,,domain2
3123,1.9994,211,90030,2.0,domain2
3124,1.3997,211,90030,2.0,domain2
3125,1.0401,211,90030,1.0,domain2
3126,1.3997,211,90030,,domain2
3127,1.9994,211,90030,2.0,domain2
3128,3.6258,211,90030,2.0,domain2
3129,1.3997,211,90030,2.0,domain2
3130,1.9994,211,90030,,domain2
3131,1.2567,101,120830,,domain2
3132,1.9168,101,120830,,domain2
3133,1.9168,101,120830,,domain2
3134,1.4313,101,120830,1.0,domain2
3135,1.9168,101,120830,,domain2
3136,1.2567,101,120830,,domain2
3137,1.6829,101,120830,1.0,domain2
3138,0.9825,101,120830,,domain2
3139,1.7269,101,120830,2.0,domain2
3140,1.0506,101,120830,1.0,domain2
3141,1.206,101,120830,1.0,domain2
3142,0.8468,101,120830,2.0,domain2
3143,0.8468,101,120830,1.0,domain2
3144,1.206,101,120830,1.0,domain2
3145,1.206,101,120830,1.0,domain2
3146,0.8468,101,120830,1.0,domain2
3147,1.1673,101,120830,2.0,domain2
3148,1.1673,101,120830,2.0,domain2
3149,1.2567,101,120830,1.0,domain2
3150,1.9168,101,120830,2.0,domain2
3151,2.3292,101,120830,,domain2
3152,1.7269,101,120830,1.0,domain2
3153,1.0506,101,120830,1.0,domain2
3154,1.4704,101,120830,,domain2
3155,1.0506,101,120830,1.0,domain2
3156,1.7269,101,120830,1.0,domain2
3157,1.0506,101,120830,1.0,domain2
3158,1.6624,101,120830,1.0,domain2
3159,0.8468,101,120830,1.0,domain2
3160,0.8468,101,120830,1.0,domain2
3161,0.8468,101,120830,,domain2
3162,0.8468,101,120830,1.0,domain2
3163,1.206,101,120830,,domain2
3164,0.6293,101,120830,,domain2
3165,1.5865,101,120830,1.0,domain2
3166,1.5865,101,120830,1.0,domain2
3167,1.1852,101,120830,1.0,domain2
3168,1.1852,101,120830,1.0,domain2
3169,0.8068,101,120830,1.0,domain2
3170,1.7269,101,120830,1.0,domain2
3171,1.0506,101,120830,1.0,domain2
3172,1.0506,101,120830,1.0,domain2
3173,1.4704,101,120830,1.0,domain2
3174,1.4704,101,120830,,domain2
3175,0.6621,101,120830,,domain2
3176,1.0506,101,120830,1.0,domain2
3177,1.7269,101,120830,1.0,domain2
3178,1.4704,101,120830,2.0,domain2
3179,1.6829,101,120830,,domain2
3180,1.0506,101,120830,,domain2
3181,1.7269,101,120830,1.0,domain2
3182,1.0158,101,120830,1.0,domain2
3183,1.1673,101,120830,1.0,domain2
3184,1.6624,101,120830,1.0,domain2
3185,1.1673,101,120830,1.0,domain2
3186,0.8468,101,120830,2.0,domain2
3187,1.1673,101,120830,1.0,domain2
3188,1.1673,101,120830,1.0,domain2
3189,1.6624,101,120830,1.0,domain2
3190,0.8675,101,120830,1.0,domain2
3191,0.8468,101,120830,,domain2
3192,1.5865,101,120830,1.0,domain2
3193,1.2678,101,120830,1.0,domain2
3194,1.1343,101,120830,1.0,domain2
3195,1.5865,101,120830,1.0,domain2
3196,2.0821,101,120830,,domain2
3197,1.5865,101,120830,1.0,domain2
3198,1.1852,101,120830,1.0,domain2
3199,1.5865,101,120830,,domain2
3200,1.5183,101,120830,1.0,domain2
3201,1.9926,101,120830,1.0,domain2
3202,1.5865,101,120830,,domain2
3203,1.1852,101,120830,1.0,domain2
3204,1.2523,201,121150,,domain2
3205,1.7329,201,121150,,domain2
3206,1.7329,201,121150,1.0,domain2
3207,1.2877,201,121150,,domain2
3208,0.4918,201,121150,,domain2
3209,2.05,201,121150,1.0,domain2
3210,1.2523,201,121150,,domain2
3211,1.2523,201,121150,,domain2
3212,2.6695,201,121150,1.0,domain2
3213,0.9617,201,121150,,domain2
3214,2.6695,201,121150,2.0,domain2
3215,0.6587,201,121150,,domain2
3216,0.9617,201,121150,,domain2
3217,0.9617,201,121150,1.0,domain2
3218,1.2523,201,121150,1.0,domain2
3219,2.6695,201,121150,1.0,domain2
3220,2.6695,201,121150,,domain2
3221,0.4918,201,121150,,domain2
3222,0.9437,201,121150,,domain2
3223,0.9437,201,121150,,domain2
3224,0.6587,201,121150,1.0,domain2
3225,0.6587,201,121150,1.0,domain2
3226,0.6587,201,121150,1.0,domain2
3227,0.9617,201,121150,,domain2
3228,0.4918,201,121150,2.0,domain2
3229,1.7329,201,121150,2.0,domain2
3230,1.7329,201,121150,1.0,domain2
3231,1.5687,201,121150,1.0,domain2
3232,1.508,201,121150,1.0,domain2
3233,1.5687,201,121150,1.0,domain2
3234,1.3061,201,121150,,domain2
3235,0.6587,201,121150,1.0,domain2
3236,1.6819,201,121150,,domain2
3237,0.9437,201,121150,2.0,domain2
3238,0.4918,201,121150,1.0,domain2
3239,0.6587,201,121150,1.0,domain2
3240,1.2523,201,121150,1.0,domain2
3241,0.9617,201,121150,,domain2
3242,1.7329,201,121150,1.0,domain2
3243,1.7329,201,121150,1.0,domain2
3244,1.0235,201,121150,1.0,domain2
3245,0.7047,201,121150,,domain2
3246,0.6587,201,121150,1.0,domain2
3247,0.6587,201,121150,,domain2
3248,0.9437,201,121150,1.0,domain2
3249,0.9437,201,121150,1.0,domain2
3250,0.6587,201,121150,2.0,domain2
3251,1.508,201,121150,1.0,domain2
3252,0.9116,201,121150,1.0,domain2
3253,1.3061,201,121150,,domain2
3254,0.6587,201,121150,1.0,domain2
3255,0.6587,201,121150,1.0,domain2
3256,2.1611,201,121150,1.0,domain2
3257,1.6467,201,121150,,domain2
3258,0.9617,201,121150,,domain2
3259,1.6819,201,121150,1.0,domain2
3260,1.6819,201,121150,,domain2
3261,1.6467,201,121150,1.0,domain2
3262,1.2523,201,121150,1.0,domain2
3263,1.7329,201,121150,2.0,domain2
3264,1.7329,201,121150,1.0,domain2
3265,1.7329,201,121150,2.0,domain2
3266,1.7329,201,121150,,domain2
3267,1.7329,201,121150,1.0,domain2
3268,1.3061,201,121150,,domain2
3269,2.2513,201,121150,,domain2
3270,2.2513,201,121150,,domain2
3271,0.6587,201,121150,1.0,domain2
3272,0.9437,201,121150,,domain2
3273,0.8173,201,121150,,domain2
3274,1.2302,201,121150,1.0,domain2
3275,1.1247,201,121150,,domain2
3276,1.6467,201,121150,,domain2
3277,0.9116,201,121150,1.0,domain2
3278,1.6467,201,121150,,domain2
3279,1.6467,201,121150,1.0,domain2
3280,1.6467,201,121150,1.0,domain2
3281,1.6819,201,121150,1.0,domain2
3282,1.6467,201,121150,1.0,domain2
3283,2.1611,201,121150,1.0,domain2
3284,0.9437,201,121150,1.0,domain2
3285,0.7047,201,121150,,domain2
3286,0.6715,201,121150,1.0,domain2
3287,1.5336,201,121150,1.0,domain2
3288,0.8744,201,121150,1.0,domain2
3289,0.7907,201,121150,1.0,domain2
3290,0.8744,201,121150,1.0,domain2
3291,0.8744,201,121150,1.0,domain2
3292,0.8744,201,121150,1.0,domain2
3293,1.9969999999999999,201,121150,,domain2
3294,1.5336,201,121150,1.0,domain2
3295,1.6798,201,121150,1.0,domain2
3296,2.0762,201,121150,2.0,domain2
3297,1.4619,201,121150,,domain2
3298,1.9969999999999999,201,121150,1.0,domain2
3299,0.8744,201,121150,,domain2
3300,1.5336,201,121150,1.0,domain2
3301,1.9969999999999999,201,121150,,domain2
3302,0.8744,201,121150,1.0,domain2
3303,0.8744,201,121150,,domain2
3304,0.8744,201,121150,1.0,domain2
3305,0.8744,201,121150,1.0,domain2
3306,0.6715,201,121150,1.0,domain2
3307,2.0762,201,121150,1.0,domain2
3308,0.8744,201,121150,1.0,domain2
3309,5.0008,201,121150,1.0,domain2
3310,1.9969999999999999,201,121150,,domain2
3311,0.8744,201,121150,,domain2
3312,0.8744,201,121150,1.0,domain2
3313,1.4619,201,121150,1.0,domain2
3314,1.6798,201,121150,1.0,domain2
3315,1.6798,201,121150,1.0,domain2
3316,2.0762,201,121150,,domain2
3317,2.3923,201,121150,1.0,domain2
3318,1.4619,201,121150,,domain2
3319,1.5429,201,121150,1.0,domain2
3320,2.0762,201,121150,,domain2
3321,1.4619,201,121150,1.0,domain2
3322,2.0762,201,121150,1.0,domain2
3323,1.4619,201,121150,,domain2
3324,1.8068,201,121150,,domain2
3325,3.9376,201,121150,1.0,domain2
3326,3.9376,201,121150,1.0,domain2
3327,3.9376,201,121150,1.0,domain2
3328,3.7618,201,121150,1.0,domain2
3329,3.8631,201,121150,1.0,domain2
3330,3.9376,201,121150,,domain2
3331,5.0115,201,121150,,domain2
3332,4.2951,201,121150,1.0,domain2
3333,0.8619,211,121170,,domain2
3334,0.6728,211,121170,1.0,domain2
3335,0.5827,211,121170,2.0,domain2
3336,0.6634,211,121170,2.0,domain2
3337,0.8316,211,121170,1.0,domain2
3338,0.5094,211,121170,,domain2
3339,0.6944,211,121170,2.0,domain2
3340,0.4341,211,121170,,domain2
3341,0.3087,211,121170,,domain2
3342,0.6634,211,121170,2.0,domain2
3343,1.1404,211,121170,1.0,domain2
3344,1.1404,211,121170,2.0,domain2
3345,0.6213,211,121170,1.0,domain2
3346,0.6728,211,121170,,domain2
3347,0.6634,211,121170,1.0,domain2
3348,0.6158,211,121170,1.0,domain2
3349,0.6634,211,121170,2.0,domain2
3350,0.4729,211,121170,1.0,domain2
3351,0.6158,211,121170,1.0,domain2
3352,0.6158,211,121170,,domain2
3353,0.5094,211,121170,,domain2
3354,0.5721,211,121170,1.0,domain2
3355,0.5999,211,121170,2.0,domain2
3356,0.5094,211,121170,1.0,domain2
3357,0.9284,211,121170,,domain2
3358,0.6634,211,121170,,domain2
3359,0.8316,211,121170,1.0,domain2
3360,0.8619,211,121170,,domain2
3361,0.7238,211,121170,2.0,domain2
3362,0.6728,211,121170,2.0,domain2
3363,0.5999,211,121170,2.0,domain2
3364,0.6158,211,121170,1.0,domain2
3365,0.6158,211,121170,1.0,domain2
3366,0.6158,211,121170,1.0,domain2
3367,0.4729,211,121170,1.0,domain2
3368,0.4729,211,121170,1.0,domain2
3369,0.6634,211,121170,,domain2
3370,0.7037,211,121170,1.0,domain2
3371,0.6158,211,121170,,domain2
3372,1.1517,211,121170,1.0,domain2
3373,0.6299,211,121170,1.0,domain2
3374,0.8316,211,121170,2.0,domain2
3375,0.6158,211,121170,1.0,domain2
3376,0.8087,211,121170,1.0,domain2
3377,0.6158,211,121170,1.0,domain2
3378,0.358,211,121170,,domain2
3379,0.5721,211,121170,1.0,domain2
3380,0.4134,211,121170,1.0,domain2
3381,0.5827,211,121170,1.0,domain2
3382,0.4134,211,121170,,domain2
3383,0.5999,211,121170,2.0,domain2
3384,0.4134,211,121170,2.0,domain2
3385,0.4134,211,121170,,domain2
3386,0.4729,211,121170,2.0,domain2
3387,0.4134,211,121170,,domain2
3388,0.5827,211,121170,1.0,domain2
3389,0.4134,211,121170,1.0,domain2
3390,0.5721,211,121170,1.0,domain2
3391,0.3087,211,121170,1.0,domain2
3392,0.358,211,121170,1.0,domain2
3393,0.4134,211,121170,1.0,domain2
3394,0.6634,211,121170,1.0,domain2
3395,0.6944,211,121170,,domain2
3396,0.6634,211,121170,1.0,domain2
3397,1.1517,211,121170,2.0,domain2
3398,0.4729,211,121170,,domain2
3399,0.5721,211,121170,,domain2
3400,0.8087,211,121170,1.0,domain2
3401,0.5379,211,121170,,domain2
3402,0.6213,211,121170,1.0,domain2
3403,0.4134,211,121170,1.0,domain2
3404,0.5024,211,121170,,domain2
3405,0.8316,211,121170,1.0,domain2
3406,0.6634,211,121170,,domain2
3407,0.6492,211,121170,1.0,domain2
3408,0.358,211,121170,2.0,domain2
3409,0.5721,211,121170,,domain2
3410,0.9312,211,121170,2.0,domain2
3411,1.1404,211,121170,1.0,domain2
3412,1.1404,211,121170,1.0,domain2
3413,0.6492,211,121170,1.0,domain2
3414,0.6213,211,121170,1.0,domain2
3415,0.6213,211,121170,2.0,domain2
3416,0.6634,211,121170,1.0,domain2
3417,0.6213,211,121170,1.0,domain2
3418,0.6944,211,121170,1.0,domain2
3419,0.9284,211,121170,1.0,domain2
3420,0.6158,211,121170,1.0,domain2
3421,0.6728,211,121170,1.0,domain2
3422,0.9312,211,121170,1.0,domain2
3423,0.6158,211,121170,,domain2
3424,0.6158,211,121170,1.0,domain2
3425,0.3087,211,121170,1.0,domain2
3426,0.4729,211,121170,2.0,domain2
3427,0.7238,211,121170,1.0,domain2
3428,0.6009,211,121170,,domain2
3429,0.6009,211,121170,2.0,domain2
3430,0.7238,211,121170,,domain2
3431,0.4134,211,121170,1.0,domain2
3432,0.4729,211,121170,2.0,domain2
3433,0.4134,211,121170,2.0,domain2
3434,0.6492,211,121170,1.0,domain2
3435,0.5024,211,121170,1.0,domain2
3436,0.4134,211,121170,,domain2
3437,0.6645,211,121170,1.0,domain2
3438,0.8087,211,121170,1.0,domain2
3439,1.1517,211,121170,1.0,domain2
3440,0.7238,211,121170,2.0,domain2
3441,0.7238,211,121170,2.0,domain2
3442,0.8087,211,121170,1.0,domain2
3443,0.5094,211,121170,1.0,domain2
3444,0.8087,211,121170,1.0,domain2
3445,0.8087,211,121170,1.0,domain2
3446,0.7037,211,121170,1.0,domain2
3447,1.0308,211,121170,1.0,domain2
3448,0.7238,211,121170,1.0,domain2
3449,1.0308,211,121170,,domain2
3450,0.8690000000000001,211,121170,1.0,domain2
3451,0.7238,211,121170,1.0,domain2
3452,0.6158,211,121170,1.0,domain2
3453,0.7238,211,121170,,domain2
3454,0.7238,211,121170,2.0,domain2
3455,0.5094,211,121170,,domain2
3456,0.8690000000000001,211,121170,,domain2
3457,0.4134,211,121170,2.0,domain2
3458,0.6728,211,121170,,domain2
3459,0.6213,211,121170,1.0,domain2
3460,0.8690000000000001,211,121170,1.0,domain2
3461,0.8690000000000001,211,121170,,domain2
3462,0.6634,211,121170,1.0,domain2
3463,0.6634,211,121170,2.0,domain2
3464,0.6158,211,121170,1.0,domain2
3465,0.4134,211,121170,1.0,domain2
3466,0.8087,211,121170,1.0,domain2
3467,0.3087,211,121170,,domain2
3468,0.8316,211,121170,1.0,domain2
3469,0.3087,211,121170,1.0,domain2
3470,0.5024,211,121170,,domain2
3471,0.9312,211,121170,1.0,domain2
3472,0.5999,211,121170,,domain2
3473,0.9312,211,121170,1.0,domain2
3474,0.4134,211,121170,1.0,domain2
3475,0.5094,211,121170,2.0,domain2
3476,1.0308,211,121170,1.0,domain2
3477,0.4729,211,121170,1.0,domain2
3478,1.1517,211,121170,1.0,domain2
3479,0.6158,211,121170,,domain2
3480,0.6009,211,121170,2.0,domain2
3481,0.7037,211,121170,1.0,domain2
3482,0.6009,211,121170,1.0,domain2
3483,0.3859,211,121170,1.0,domain2
3484,0.6728,211,121170,1.0,domain2
3485,1.0914,211,121170,1.0,domain2
3486,0.5827,211,121170,,domain2
3487,0.5721,211,121170,,domain2
3488,0.7238,211,121170,1.0,domain2
3489,0.5024,211,121170,1.0,domain2
3490,0.8316,211,121170,1.0,domain2
3491,0.8690000000000001,211,121170,1.0,domain2
3492,0.8690000000000001,211,121170,1.0,domain2
3493,0.6728,211,121170,,domain2
3494,0.6634,211,121170,,domain2
3495,0.6213,211,121170,1.0,domain2
3496,0.8316,211,121170,1.0,domain2
3497,0.5379,211,121170,1.0,domain2
3498,0.3087,211,121170,1.0,domain2
3499,0.6009,211,121170,,domain2
3500,0.6299,211,121170,1.0,domain2
3501,1.1517,211,121170,2.0,domain2
3502,0.3087,211,121170,1.0,domain2
3503,0.6492,211,121170,2.0,domain2
3504,0.7037,211,121170,1.0,domain2
3505,0.6492,211,121170,1.0,domain2
3506,0.5094,211,121170,1.0,domain2
3507,0.6299,211,121170,1.0,domain2
3508,0.4134,211,121170,1.0,domain2
3509,0.4729,211,121170,2.0,domain2
3510,0.6158,211,121170,1.0,domain2
3511,0.6645,211,121170,,domain2
3512,0.8087,211,121170,1.0,domain2
3513,0.5379,211,121170,,domain2
3514,0.6158,211,121170,1.0,domain2
3515,0.6009,211,121170,1.0,domain2
3516,1.1517,211,121170,1.0,domain2
3517,1.0308,211,121170,1.0,domain2
3518,0.5379,211,121170,1.0,domain2
3519,1.0308,211,121170,1.0,domain2
3520,0.8619,211,121170,,domain2
3521,0.8087,211,121170,1.0,domain2
3522,0.6213,211,121170,,domain2
3523,0.5379,211,121170,2.0,domain2
3524,1.0308,211,121170,1.0,domain2
3525,0.8087,211,121170,1.0,domain2
3526,0.6299,211,121170,1.0,domain2
3527,0.8619,211,121170,1.0,domain2
3528,1.0308,211,121170,1.0,domain2
3529,0.3087,211,121170,1.0,domain2
3530,0.4312,211,121170,,domain2
3531,0.8316,211,121170,1.0,domain2
3532,0.5999,211,121170,2.0,domain2
3533,0.6158,211,121170,2.0,domain2
3534,0.6299,211,121170,,domain2
3535,0.5379,211,121170,1.0,domain2
3536,0.3475,103,130510,,domain2
3537,0.22899999999999998,103,130510,1.0,domain2
3538,0.3475,103,130510,1.0,domain2
3539,0.22899999999999998,103,130510,1.0,domain2
3540,0.22899999999999998,103,130510,,domain2
3541,0.1829,103,130510,,domain2
3542,0.3047,103,130510,1.0,domain2
3543,0.4339,103,130510,,domain2
3544,0.295,103,130510,1.0,domain2
3545,0.5283,103,130510,,domain2
3546,0.4196,103,130510,,domain2
3547,0.4339,103,130510,1.0,domain2
3548,0.4339,103,130510,,domain2
3549,0.1829,103,130510,,domain2
3550,0.4339,103,130510,1.0,domain2
3551,0.2998,103,130510,,domain2
3552,0.295,103,130510,1.0,domain2
3553,0.1619,103,130510,1.0,domain2
3554,0.295,103,130510,1.0,domain2
3555,0.1656,103,130510,,domain2
3556,0.1829,103,130510,1.0,domain2
3557,0.1654,103,130510,,domain2
3558,0.2174,103,130510,1.0,domain2
3559,0.1114,103,130510,,domain2
3560,0.2174,103,130510,,domain2
3561,0.22899999999999998,103,130510,1.0,domain2
3562,0.22899999999999998,103,130510,,domain2
3563,0.1829,103,130510,1.0,domain2
3564,0.4196,103,130510,1.0,domain2
3565,0.295,103,130510,1.0,domain2
3566,0.295,103,130510,1.0,domain2
3567,0.1149,103,130510,1.0,domain2
3568,0.4339,103,130510,1.0,domain2
3569,0.295,103,130510,,domain2
3570,0.22899999999999998,103,130510,,domain2
3571,0.295,103,130510,1.0,domain2
3572,0.2998,103,130510,,domain2
3573,0.1619,103,130510,1.0,domain2
3574,0.371,103,130510,,domain2
3575,0.295,103,130510,1.0,domain2
3576,0.2652,103,130510,1.0,domain2
3577,0.2302,103,130510,,domain2
3578,0.4196,103,130510,,domain2
3579,0.22899999999999998,103,130510,1.0,domain2
3580,0.4196,103,130510,2.0,domain2
3581,0.2174,103,130510,1.0,domain2
3582,0.1906,103,130510,1.0,domain2
3583,0.4339,103,130510,,domain2
3584,0.295,103,130510,,domain2
3585,0.2108,103,130510,,domain2
3586,0.1829,103,130510,,domain2
3587,0.4196,103,130510,1.0,domain2
3588,0.295,103,130510,,domain2
3589,0.4196,103,130510,,domain2
3590,0.295,103,130510,1.0,domain2
3591,0.2998,103,130510,,domain2
3592,0.295,103,130510,1.0,domain2
3593,0.4196,103,130510,,domain2
3594,0.22899999999999998,103,130510,1.0,domain2
3595,0.2511,103,130510,2.0,domain2
3596,0.295,103,130510,1.0,domain2
3597,0.22899999999999998,103,130510,,domain2
3598,0.2174,103,130510,1.0,domain2
3599,0.1654,103,130510,1.0,domain2
3600,0.3475,103,130510,1.0,domain2
3601,0.1324,103,130510,,domain2
3602,0.1875,103,130510,,domain2
3603,0.1875,103,130510,,domain2
3604,0.295,103,130510,,domain2
3605,0.295,103,130510,1.0,domain2
3606,0.1654,103,130510,1.0,domain2
3607,0.1235,103,130510,1.0,domain2
3608,0.3475,103,130510,,domain2
3609,0.3475,103,130510,1.0,domain2
3610,0.1235,103,130510,1.0,domain2
3611,0.1829,103,130510,1.0,domain2
3612,0.3475,103,130510,1.0,domain2
3613,0.1875,103,130510,1.0,domain2
3614,0.22899999999999998,103,130510,1.0,domain2
3615,0.3475,103,130510,1.0,domain2
3616,0.22899999999999998,103,130510,1.0,domain2
3617,0.2174,103,130510,1.0,domain2
3618,0.22899999999999998,103,130510,,domain2
3619,0.3475,103,130510,1.0,domain2
3620,0.22899999999999998,103,130510,1.0,domain2
3621,0.1394,103,130510,,domain2
3622,0.2264,103,130510,,domain2
3623,0.2264,103,130510,2.0,domain2
3624,0.4339,103,130510,1.0,domain2
3625,0.2652,103,130510,1.0,domain2
3626,0.371,103,130510,1.0,domain2
3627,0.3228,103,130510,1.0,domain2
3628,0.5283,103,130510,,domain2
3629,0.4339,103,130510,1.0,domain2
3630,0.2757,103,130510,1.0,domain2
3631,0.1829,103,130510,,domain2
3632,0.22899999999999998,103,130510,1.0,domain2
3633,0.1829,103,130510,,domain2
3634,0.1114,103,130510,,domain2
3635,0.2174,103,130510,1.0,domain2
3636,0.22899999999999998,103,130510,1.0,domain2
3637,0.1619,103,130510,2.0,domain2
3638,0.3228,103,130510,1.0,domain2
3639,0.4339,103,130510,,domain2
3640,0.4339,103,130510,1.0,domain2
3641,0.3047,103,130510,1.0,domain2
3642,0.371,103,130510,1.0,domain2
3643,0.3047,103,130510,1.0,domain2
3644,0.1625,103,130510,1.0,domain2
3645,0.3047,103,130510,,domain2
3646,0.4339,103,130510,1.0,domain2
3647,0.2652,103,130510,,domain2
3648,0.2757,103,130510,2.0,domain2
3649,0.295,103,130510,1.0,domain2
3650,0.1978,103,130510,2.0,domain2
3651,0.5283,103,130510,1.0,domain2
3652,0.371,103,130510,,domain2
3653,0.3047,103,130510,,domain2
3654,0.4339,103,130510,,domain2
3655,0.2652,103,130510,1.0,domain2
3656,0.5283,103,130510,,domain2
3657,0.3047,103,130510,,domain2
3658,0.5283,103,130510,1.0,domain2
3659,0.4339,103,130510,1.0,domain2
3660,0.4339,103,130510,,domain2
3661,0.5283,103,130510,1.0,domain2
3662,0.5283,103,130510,1.0,domain2
3663,0.3228,103,130510,,domain2
3664,0.5283,103,130510,,domain2
3665,0.2757,103,130510,,domain2
3666,0.3228,103,130510,,domain2
3667,0.3228,103,130510,1.0,domain2
3668,0.2511,103,130510,1.0,domain2
3669,0.1237,103,130510,1.0,domain2
3670,0.1829,103,130510,1.0,domain2
3671,0.1235,103,130510,,domain2
3672,0.2174,103,130510,,domain2
3673,0.1656,103,130510,1.0,domain2
3674,0.1041,103,130510,,domain2
3675,0.1237,103,130510,,domain2
3676,0.3475,103,130510,1.0,domain2
3677,0.1433,103,130510,,domain2
3678,0.2174,103,130510,,domain2
3679,0.2174,103,130510,1.0,domain2
3680,0.1656,103,130510,,domain2
3681,0.22899999999999998,103,130510,,domain2
3682,0.3475,103,130510,,domain2
3683,0.3475,103,130510,,domain2
3684,0.1237,103,130510,1.0,domain2
3685,0.1324,103,130510,1.0,domain2
3686,0.2174,103,130510,,domain2
3687,0.2174,103,130510,1.0,domain2
3688,0.22899999999999998,103,130510,,domain2
3689,0.1829,103,130510,,domain2
3690,0.1041,103,130510,,domain2
3691,0.1829,103,130510,,domain2
3692,0.2302,103,130510,2.0,domain2
3693,0.22899999999999998,103,130510,1.0,domain2
3694,0.22899999999999998,103,130510,1.0,domain2
3695,0.2174,103,130510,1.0,domain2
3696,0.22899999999999998,103,130510,,domain2
3697,0.2174,103,130510,,domain2
3698,0.1829,103,130510,,domain2
3699,0.1041,103,130510,,domain2
3700,0.1829,103,130510,1.0,domain2
3701,0.22899999999999998,103,130510,1.0,domain2
3702,0.3475,103,130510,1.0,domain2
3703,0.1237,103,130510,1.0,domain2
3704,0.1875,103,130510,1.0,domain2
